date,campaign_id,channel,keyword,audience,bid_strategy,bid_spend,quality_score,landing_page_performance
2025-12-09,CAMP_GGL_DG_03,Google Ads,intraday app,High Intent Traders,Target ROAS,3201.15,5.2,0.734
2025-12-09,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Retarget 30D,Cost Cap,2792.05,5.0,0.619
2025-12-09,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Video Engagers,Highest Volume,2994.35,3.6,0.602
2025-12-09,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Lookalike 2%,Cost Cap,911.66,9.8,0.463
2025-12-09,CAMP_META_AWR_05,Meta (FB/IG),options traders,Lookalike 2%,Highest Volume,932.83,3.7,0.278
2025-12-09,CAMP_META_LG_06,Meta (FB/IG),options traders,Video Engagers,Bid Cap,1745.34,6.6,0.718
2025-12-09,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Maximum Delivery,956.45,6.3,0.677
2025-12-09,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Maximum Delivery,1177.95,5.8,0.407
2025-12-09,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Target Cost,670.27,7.9,0.716
2025-12-10,CAMP_GGL_BRAND_01,Google Ads,intraday app,High Intent Traders,Target ROAS,2934.20,5.0,0.321
2025-12-10,CAMP_GGL_GEN_02,Google Ads,stock trading app,KYC Dropoff,Maximize Conversions,2479.38,3.5,0.627
2025-12-10,CAMP_GGL_GEN_02,Google Ads,intraday app,High Intent Traders,Maximize Conversions,1545.98,5.6,0.357
2025-12-10,CAMP_GGL_DG_03,Google Ads,open demat account,KYC Dropoff,Target CPA,973.98,6.0,0.62
2025-12-10,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Retarget 30D,Bid Cap,2401.68,4.1,0.245
2025-12-10,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Finance Interests,Highest Volume,2714.11,6.5,0.325
2025-12-10,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Finance Interests,Cost Cap,1802.99,5.5,0.619
2025-12-10,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Finance Interests,Highest Volume,2823.63,7.3,0.403
2025-12-10,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Lookalike 2%,Cost Cap,1635.48,3.7,0.33
2025-12-10,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,803.67,9.3,0.6
2025-12-10,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Startup Founders,Maximum Delivery,713.62,9.7,0.552
2025-12-10,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Target Cost,472.09,4.3,0.464
2025-12-11,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,KYC Dropoff,Target ROAS,3106.08,7.4,0.454
2025-12-11,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,1056.42,9.1,0.739
2025-12-11,CAMP_GGL_GEN_02,Google Ads,intraday app,KYC Dropoff,Target ROAS,1566.12,5.6,0.781
2025-12-11,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Target ROAS,2880.43,5.7,0.781
2025-12-11,CAMP_GGL_GEN_02,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,1775.76,7.3,0.705
2025-12-11,CAMP_GGL_DG_03,Google Ads,intraday app,Brand Searchers,Target CPA,2504.52,8.0,0.568
2025-12-11,CAMP_GGL_DG_03,Google Ads,mutual funds app,High Intent Traders,Target ROAS,3535.49,9.4,0.355
2025-12-11,CAMP_GGL_DG_03,Google Ads,intraday app,App Installers,Target ROAS,2199.90,7.7,0.631
2025-12-11,CAMP_GGL_DG_03,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,1701.97,7.3,0.396
2025-12-11,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Finance Interests,Highest Volume,2248.81,6.1,0.218
2025-12-11,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Bid Cap,5649.56,8.0,0.65
2025-12-11,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Cost Cap,3014.14,7.2,0.269
2025-12-11,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Cost Cap,1236.89,7.1,0.561
2025-12-11,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Finance Interests,Bid Cap,1742.14,3.4,0.366
2025-12-11,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Target Cost,556.51,3.8,0.495
2025-12-11,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Startup Founders,Maximum Delivery,861.86,5.3,0.281
2025-12-11,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,693.82,3.3,0.507
2025-12-11,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,1305.89,8.9,0.425
2025-12-12,CAMP_GGL_BRAND_01,Google Ads,stock trading app,High Intent Traders,Maximize Conversions,1316.35,3.1,0.406
2025-12-12,CAMP_GGL_GEN_02,Google Ads,best trading platform,Brand Searchers,Target ROAS,1472.89,7.1,0.626
2025-12-12,CAMP_GGL_GEN_02,Google Ads,mutual funds app,Brand Searchers,Maximize Conversions,2096.41,7.0,0.419
2025-12-12,CAMP_GGL_GEN_02,Google Ads,intraday app,App Installers,Maximize Conversions,1195.22,3.5,0.669
2025-12-12,CAMP_GGL_DG_03,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,1633.80,6.9,0.61
2025-12-12,CAMP_GGL_DG_03,Google Ads,intraday app,High Intent Traders,Target ROAS,2784.32,6.8,0.313
2025-12-12,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Target ROAS,2672.82,9.3,0.583
2025-12-12,CAMP_GGL_UAC_04,Google Ads,open demat account,Brand Searchers,Target ROAS,2324.18,7.4,0.7
2025-12-12,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,807.90,9.2,0.371
2025-12-12,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Lookalike 2%,Cost Cap,2889.03,6.4,0.198
2025-12-12,CAMP_META_LG_06,Meta (FB/IG),options traders,Finance Interests,Highest Volume,1156.72,4.7,0.772
2025-12-12,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Finance Interests,Cost Cap,1577.58,3.6,0.458
2025-12-12,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Finance Interests,Bid Cap,1291.56,8.0,0.653
2025-12-12,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,1233.36,8.1,0.196
2025-12-12,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,945.48,4.1,0.418
2025-12-12,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,B2B Partners,Target Cost,595.03,7.0,0.556
2025-12-12,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Finance Managers,Maximum Delivery,517.24,7.2,0.683
2025-12-13,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,2337.06,4.2,0.315
2025-12-13,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,3584.86,9.5,0.512
2025-12-13,CAMP_GGL_GEN_02,Google Ads,mutual funds app,High Intent Traders,Maximize Conversions,1980.80,4.3,0.582
2025-12-13,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Target ROAS,3471.03,9.5,0.629
2025-12-13,CAMP_GGL_GEN_02,Google Ads,zero brokerage,App Installers,Maximize Conversions,2832.00,7.9,0.683
2025-12-13,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Target CPA,2507.91,3.8,0.22
2025-12-13,CAMP_GGL_DG_03,Google Ads,open demat account,App Installers,Target CPA,2787.60,5.7,0.33
2025-12-13,CAMP_GGL_UAC_04,Google Ads,mutual funds app,Brand Searchers,Target CPA,3299.50,7.6,0.333
2025-12-13,CAMP_GGL_UAC_04,Google Ads,open demat account,App Installers,Target ROAS,1840.57,3.3,0.465
2025-12-13,CAMP_GGL_UAC_04,Google Ads,open demat account,App Installers,Target CPA,2192.19,4.3,0.752
2025-12-13,CAMP_GGL_UAC_04,Google Ads,best trading platform,Brand Searchers,Target ROAS,970.81,7.5,0.337
2025-12-13,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Lookalike 2%,Bid Cap,1078.35,9.6,0.637
2025-12-13,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Bid Cap,1433.95,4.0,0.583
2025-12-13,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Highest Volume,1711.35,6.3,0.277
2025-12-13,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Finance Interests,Cost Cap,3018.94,6.4,0.545
2025-12-13,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,B2B Partners,Maximum Delivery,775.56,3.7,0.776
2025-12-13,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Target Cost,918.81,5.9,0.275
2025-12-13,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,B2B Partners,Maximum Delivery,1033.15,6.3,0.242
2025-12-13,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Target Cost,541.32,8.9,0.311
2025-12-14,CAMP_GGL_BRAND_01,Google Ads,open demat account,App Installers,Target ROAS,2891.81,3.6,0.432
2025-12-14,CAMP_GGL_BRAND_01,Google Ads,open demat account,App Installers,Target ROAS,2044.62,4.9,0.684
2025-12-14,CAMP_GGL_GEN_02,Google Ads,intraday app,Brand Searchers,Target CPA,3119.11,4.7,0.544
2025-12-14,CAMP_GGL_GEN_02,Google Ads,mutual funds app,Brand Searchers,Maximize Conversions,1427.75,5.6,0.52
2025-12-14,CAMP_GGL_DG_03,Google Ads,intraday app,Brand Searchers,Target ROAS,2674.89,3.2,0.598
2025-12-14,CAMP_GGL_UAC_04,Google Ads,intraday app,High Intent Traders,Maximize Conversions,2695.53,5.9,0.59
2025-12-14,CAMP_META_AWR_05,Meta (FB/IG),options traders,Finance Interests,Cost Cap,2430.41,3.5,0.635
2025-12-14,CAMP_META_LG_06,Meta (FB/IG),options traders,Video Engagers,Cost Cap,2387.98,7.5,0.541
2025-12-14,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,2876.75,8.0,0.591
2025-12-14,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Retarget 30D,Highest Volume,2526.60,3.9,0.204
2025-12-14,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Target Cost,355.24,9.7,0.697
2025-12-14,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Finance Managers,Target Cost,1318.24,8.6,0.305
2025-12-14,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,1147.87,3.6,0.437
2025-12-15,CAMP_GGL_BRAND_01,Google Ads,stock trading app,Brand Searchers,Target CPA,9872.38,6.5,0.444
2025-12-15,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Target CPA,2557.75,,0.453
2025-12-15,CAMP_GGL_BRAND_01,Google Ads,intraday app,High Intent Traders,Target CPA,3596.98,9.8,0.58
2025-12-15,CAMP_GGL_BRAND_01,Google Ads,intraday app,App Installers,Target ROAS,2870.61,8.7,0.656
2025-12-15,CAMP_GGL_GEN_02,Google Ads,open demat account,High Intent Traders,Target ROAS,2533.49,4.0,0.701
2025-12-15,CAMP_GGL_GEN_02,Google Ads,intraday app,App Installers,Target ROAS,2927.85,3.9,0.759
2025-12-15,CAMP_GGL_GEN_02,Google Ads,zero brokerage,Brand Searchers,Target CPA,1254.30,3.1,0.527
2025-12-15,CAMP_GGL_DG_03,Google Ads,intraday app,Brand Searchers,Target CPA,1898.60,5.3,0.634
2025-12-15,CAMP_GGL_DG_03,Google Ads,mutual funds app,Brand Searchers,Target ROAS,1214.23,5.9,0.643
2025-12-15,CAMP_GGL_UAC_04,Google Ads,zero brokerage,Brand Searchers,Target ROAS,1038.74,7.8,0.619
2025-12-15,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Retarget 30D,Bid Cap,3088.07,5.2,0.597
2025-12-15,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Retarget 30D,Bid Cap,1730.24,7.2,0.695
2025-12-15,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Highest Volume,1060.15,4.5,0.65
2025-12-15,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Finance Interests,Highest Volume,2367.26,,0.192
2025-12-15,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Maximum Delivery,791.57,8.7,0.457
2025-12-15,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Target Cost,331.38,3.7,0.665
2025-12-16,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Target CPA,1231.62,9.1,0.212
2025-12-16,CAMP_GGL_BRAND_01,Google Ads,open demat account,KYC Dropoff,Target CPA,3227.20,6.6,0.76
2025-12-16,CAMP_GGL_BRAND_01,Google Ads,stock trading app,High Intent Traders,Target ROAS,1275.28,,0.214
2025-12-16,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,High Intent Traders,Target ROAS,3555.84,3.2,0.454
2025-12-16,CAMP_GGL_GEN_02,Google Ads,mutual funds app,KYC Dropoff,Target CPA,1189.71,5.3,0.644
2025-12-16,CAMP_GGL_GEN_02,Google Ads,best trading platform,Brand Searchers,Target ROAS,1572.14,4.3,0.289
2025-12-16,CAMP_GGL_GEN_02,Google Ads,mutual funds app,High Intent Traders,Maximize Conversions,1803.76,4.6,0.396
2025-12-16,CAMP_GGL_DG_03,Google Ads,intraday app,KYC Dropoff,Target ROAS,3547.79,7.5,0.632
2025-12-16,CAMP_GGL_DG_03,Google Ads,mutual funds app,App Installers,Maximize Conversions,1243.88,8.5,0.497
2025-12-16,CAMP_GGL_DG_03,Google Ads,open demat account,KYC Dropoff,Target ROAS,2017.90,6.2,0.648
2025-12-16,CAMP_GGL_DG_03,Google Ads,mutual funds app,Brand Searchers,Target ROAS,3463.94,7.0,0.267
2025-12-16,CAMP_GGL_UAC_04,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,2957.13,3.6,0.205
2025-12-16,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Target ROAS,1773.03,3.4,0.431
2025-12-16,CAMP_GGL_UAC_04,Google Ads,stock trading app,KYC Dropoff,Target CPA,2364.09,6.2,0.745
2025-12-16,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Retarget 30D,Cost Cap,1263.45,4.8,0.371
2025-12-16,CAMP_META_LG_06,Meta (FB/IG),options traders,Retarget 30D,Highest Volume,2184.86,7.8,0.754
2025-12-16,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Finance Interests,Bid Cap,2551.94,9.5,0.528
2025-12-16,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Lookalike 2%,Cost Cap,1377.64,6.5,0.57
2025-12-16,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Target Cost,367.94,8.7,0.658
2025-12-16,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Target Cost,1389.91,6.4,0.376
2025-12-16,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Target Cost,1250.14,5.0,0.259
2025-12-16,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Startup Founders,Maximum Delivery,494.68,6.5,0.688
2025-12-17,CAMP_GGL_BRAND_01,Google Ads,intraday app,KYC Dropoff,Maximize Conversions,3301.85,5.2,0.752
2025-12-17,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Maximize Conversions,1805.39,4.9,0.301
2025-12-17,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,3393.73,4.6,0.617
2025-12-17,CAMP_GGL_GEN_02,Google Ads,best trading platform,High Intent Traders,Target CPA,1558.21,8.7,0.511
2025-12-17,CAMP_GGL_GEN_02,Google Ads,best trading platform,Brand Searchers,Target ROAS,1686.95,8.0,0.516
2025-12-17,CAMP_GGL_DG_03,Google Ads,stock trading app,KYC Dropoff,Target ROAS,1547.11,7.1,0.571
2025-12-17,CAMP_GGL_UAC_04,Google Ads,stock trading app,High Intent Traders,Target CPA,3196.29,6.8,0.665
2025-12-17,CAMP_GGL_UAC_04,Google Ads,stock trading app,KYC Dropoff,Target CPA,3141.93,5.0,0.502
2025-12-17,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Target ROAS,3061.32,5.3,0.784
2025-12-17,CAMP_META_AWR_05,Meta (FB/IG),instant form lead,Video Engagers,Bid Cap,3057.26,4.0,0.263
2025-12-17,CAMP_META_LG_06,Meta (FB/IG),pan kyc completion,Video Engagers,Highest Volume,1348.49,3.8,0.203
2025-12-17,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,B2B Partners,Maximum Delivery,1061.95,5.3,0.726
2025-12-18,CAMP_GGL_BRAND_01,Google Ads,best trading platform,High Intent Traders,Maximize Conversions,1224.96,7.9,0.388
2025-12-18,CAMP_GGL_BRAND_01,Google Ads,open demat account,App Installers,Target ROAS,1784.22,3.8,0.431
2025-12-18,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,2822.76,9.5,0.703
2025-12-18,CAMP_GGL_BRAND_01,Google Ads,open demat account,KYC Dropoff,Target ROAS,2656.80,5.8,0.289
2025-12-18,CAMP_GGL_GEN_02,Google Ads,best trading platform,High Intent Traders,Maximize Conversions,1715.80,6.6,0.601
2025-12-18,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Maximize Conversions,1849.11,5.7,0.465
2025-12-18,CAMP_GGL_GEN_02,Google Ads,intraday app,KYC Dropoff,Target CPA,1140.38,6.9,0.236
2025-12-18,CAMP_GGL_DG_03,Google Ads,zero brokerage,App Installers,Maximize Conversions,1061.10,3.4,0.427
2025-12-18,CAMP_GGL_DG_03,Google Ads,mutual funds app,Brand Searchers,Maximize Conversions,2926.46,4.8,0.488
2025-12-18,CAMP_GGL_DG_03,Google Ads,stock trading app,KYC Dropoff,Target ROAS,1279.06,8.1,0.308
2025-12-18,CAMP_GGL_DG_03,Google Ads,stock trading app,App Installers,Target CPA,1704.46,9.4,0.718
2025-12-18,CAMP_GGL_UAC_04,Google Ads,best trading platform,Brand Searchers,Target CPA,3252.89,5.2,0.647
2025-12-18,CAMP_GGL_UAC_04,Google Ads,mutual funds app,Brand Searchers,Target CPA,2338.98,8.8,0.419
2025-12-18,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Retarget 30D,Cost Cap,788.90,9.1,0.517
2025-12-18,CAMP_META_AWR_05,Meta (FB/IG),options traders,Video Engagers,Cost Cap,2141.54,6.7,0.479
2025-12-18,CAMP_META_LG_06,Meta (FB/IG),options traders,Retarget 30D,Bid Cap,1446.95,7.7,0.528
2025-12-18,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,B2B Partners,Target Cost,922.65,9.4,0.744
2025-12-18,CAMP_LI_B2B_08,LinkedIn Ads,wealth education,Startup Founders,Target Cost,1064.62,8.5,0.347
2025-12-18,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,B2B Partners,Target Cost,714.83,9.8,0.519
2025-12-19,CAMP_GGL_BRAND_01,Google Ads,open demat account,Brand Searchers,Maximize Conversions,2717.57,5.5,0.629
2025-12-19,CAMP_GGL_BRAND_01,Google Ads,mutual funds app,KYC Dropoff,Target CPA,1087.47,7.3,0.438
2025-12-19,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,2635.21,7.0,0.612
2025-12-19,CAMP_GGL_GEN_02,Google Ads,zero brokerage,High Intent Traders,Target CPA,2583.69,9.2,0.39
2025-12-19,CAMP_GGL_GEN_02,Google Ads,zero brokerage,App Installers,Maximize Conversions,2927.91,5.3,0.63
2025-12-19,CAMP_GGL_GEN_02,Google Ads,intraday app,App Installers,Maximize Conversions,2409.90,4.9,0.517
2025-12-19,CAMP_GGL_GEN_02,Google Ads,stock trading app,High Intent Traders,Target ROAS,908.89,9.8,0.412
2025-12-19,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Maximize Conversions,1657.89,6.4,0.503
2025-12-19,CAMP_GGL_DG_03,Google Ads,stock trading app,App Installers,Target ROAS,1195.10,4.3,0.572
2025-12-19,CAMP_GGL_DG_03,Google Ads,mutual funds app,KYC Dropoff,Maximize Conversions,1955.70,3.6,0.221
2025-12-19,CAMP_GGL_UAC_04,Google Ads,intraday app,App Installers,Maximize Conversions,2649.72,5.5,0.316
2025-12-19,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Video Engagers,Highest Volume,1159.14,4.6,0.677
2025-12-19,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,2257.33,6.2,0.663
2025-12-19,CAMP_META_AWR_05,Meta (FB/IG),options traders,Retarget 30D,Cost Cap,1094.43,6.4,0.429
2025-12-19,CAMP_META_LG_06,Meta (FB/IG),options traders,Finance Interests,Cost Cap,1668.88,4.3,0.607
2025-12-19,CAMP_META_LG_06,Meta (FB/IG),options traders,Retarget 30D,Bid Cap,758.33,6.6,0.19
2025-12-19,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Target Cost,351.50,8.3,0.403
2025-12-19,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,B2B Partners,Target Cost,598.37,3.5,0.424
2025-12-20,CAMP_GGL_BRAND_01,Google Ads,intraday app,KYC Dropoff,Maximize Conversions,3061.00,4.5,0.453
2025-12-20,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,High Intent Traders,Target CPA,907.31,9.5,0.379
2025-12-20,CAMP_GGL_BRAND_01,Google Ads,best trading platform,KYC Dropoff,Target ROAS,2529.60,9.2,0.494
2025-12-20,CAMP_GGL_GEN_02,Google Ads,open demat account,High Intent Traders,Target ROAS,2226.63,5.8,0.354
2025-12-20,CAMP_GGL_DG_03,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,1827.02,7.0,0.608
2025-12-20,CAMP_GGL_DG_03,Google Ads,zero brokerage,High Intent Traders,Maximize Conversions,3065.16,9.6,0.675
2025-12-20,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Maximize Conversions,2534.59,6.0,0.367
2025-12-20,CAMP_GGL_UAC_04,Google Ads,mutual funds app,KYC Dropoff,Target CPA,2972.48,4.3,0.663
2025-12-20,CAMP_GGL_UAC_04,Google Ads,intraday app,KYC Dropoff,Target ROAS,1494.74,6.4,0.55
2025-12-20,CAMP_GGL_UAC_04,Google Ads,mutual funds app,High Intent Traders,Target ROAS,1138.27,9.4,0.332
2025-12-20,CAMP_GGL_UAC_04,Google Ads,stock trading app,App Installers,Maximize Conversions,2817.28,7.1,0.334
2025-12-20,CAMP_META_AWR_05,Meta (FB/IG),options traders,Lookalike 2%,Highest Volume,1850.40,4.4,0.681
2025-12-20,CAMP_META_AWR_05,Meta (FB/IG),digilocker pending,Finance Interests,Highest Volume,1503.85,6.0,0.384
2025-12-20,CAMP_META_AWR_05,Meta (FB/IG),trading beginners,Video Engagers,Bid Cap,3043.90,6.0,0.331
2025-12-20,CAMP_META_LG_06,Meta (FB/IG),trading beginners,Video Engagers,Highest Volume,2896.56,4.8,0.544
2025-12-20,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Finance Interests,Bid Cap,1246.20,9.7,0.679
2025-12-20,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Retarget 30D,Highest Volume,1039.18,7.9,0.233
2025-12-20,CAMP_META_RM_07,Meta (FB/IG),pan kyc completion,Lookalike 2%,Bid Cap,1863.88,3.6,0.684
2025-12-20,CAMP_LI_B2B_08,LinkedIn Ads,partner onboarding,Finance Managers,Maximum Delivery,1045.78,8.7,0.382
2025-12-21,CAMP_GGL_BRAND_01,Google Ads,stock trading app,App Installers,Maximize Conversions,1107.44,6.9,0.631
2025-12-21,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,862.40,7.7,0.712
2025-12-21,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,3170.81,4.8,0.349
2025-12-21,CAMP_GGL_BRAND_01,Google Ads,intraday app,High Intent Traders,Target CPA,1590.81,6.4,0.684
2025-12-21,CAMP_GGL_GEN_02,Google Ads,best trading platform,Brand Searchers,Target CPA,2278.35,7.9,0.435
2025-12-21,CAMP_GGL_GEN_02,Google Ads,zero brokerage,KYC Dropoff,Target ROAS,2597.98,8.4,0.734
2025-12-21,CAMP_GGL_GEN_02,Google Ads,mutual funds app,App Installers,Target ROAS,891.45,8.2,0.685
2025-12-21,CAMP_GGL_DG_03,Google Ads,stock trading app,App Installers,Maximize Conversions,2800.35,4.0,0.315
2025-12-21,CAMP_GGL_UAC_04,Google Ads,zero brokerage,High Intent Traders,Target CPA,1302.09,8.3,0.291
2025-12-21,CAMP_GGL_UAC_04,Google Ads,zero brokerage,High Intent Traders,Target CPA,2812.94,6.5,0.209
2025-12-21,CAMP_GGL_UAC_04,Google Ads,best trading platform,App Installers,Target ROAS,5524.32,7.2,0.35
2025-12-21,CAMP_GGL_UAC_04,Google Ads,mutual funds app,App Installers,Target ROAS,1059.89,5.4,0.392
2025-12-21,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Bid Cap,2515.05,7.2,0.678
2025-12-21,CAMP_META_LG_06,Meta (FB/IG),instant form lead,Lookalike 2%,Cost Cap,2684.76,7.5,0.194
2025-12-21,CAMP_META_RM_07,Meta (FB/IG),digilocker pending,Finance Interests,Cost Cap,2762.61,9.5,0.757
2025-12-21,CAMP_LI_B2B_08,LinkedIn Ads,corporate finance app,Finance Managers,Maximum Delivery,1227.62,4.1,0.371
2025-12-21,CAMP_LI_B2B_08,LinkedIn Ads,employee wealth plan,Startup Founders,Target Cost,1133.01,4.2,0.281
2025-12-22,CAMP_GGL_BRAND_01,Google Ads,open demat account,KYC Dropoff,Target ROAS,3260.78,7.6,0.475
2025-12-22,CAMP_GGL_BRAND_01,Google Ads,best trading platform,Brand Searchers,Maximize Conversions,2237.40,7.2,0.734
2025-12-22,CAMP_GGL_BRAND_01,Google Ads,zero brokerage,Brand Searchers,Maximize Conversions,3238.72,3.2,0.632
2025-12-22,CAMP_GGL_GEN_02,Google Ads,open demat account,Brand Searchers,Target ROAS,2245.07,3.4,0.637
2025-12-22,CAMP_GGL_DG_03,Google Ads,open demat account,App Installers,Target ROAS,1590.41,7.0,0.768
2025-12-22,CAMP_GGL_DG_03,Google Ads,stock trading app,Brand Searchers,Maximize Conversions,2624.22,7.3,0.776
2025-12-22,CAMP_GGL_DG_03,Google Ads,mutual funds app,High Intent Traders,Target ROAS,2032.52,9.0,0.691
2025-12-22,CAMP_GGL_UAC_04,Google Ads,best trading platform,Brand Searchers,Target CPA,2833.09,6.6,0.724
2025-12-22,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Retarget 30D,Highest Volume,2292.74,5.9,0.478
2025-12-22,CAMP_META_AWR_05,Meta (FB/IG),pan kyc completion,Finance Interests,Cost Cap,1084.91,6.6,0.532
2025-12-22,CAMP_META_LG_06,Meta (FB/IG),digilocker pending,Lookalike 2%,Cost Cap,1294.27,3.7,0.694
